epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,267.05,2.29912,1.81018,1.99346,0.61251,0.70879,0.65205,0.4272,2.58828,2.07984,2.06433,0.000567034,0.000567034,0.000567034
40,273.071,2.3428,1.85386,1.98333,0.71693,0.67646,0.68719,0.43793,2.56772,2.04179,2.07437,0.000558035,0.000558035,0.000558035
41,278.813,2.24342,1.75098,1.949,0.72587,0.70111,0.68853,0.44451,2.53312,2.06932,2.05473,0.000549036,0.000549036,0.000549036
42,284.581,2.20176,1.68532,1.96274,0.61644,0.69406,0.64938,0.43675,2.53417,2.07031,2.05911,0.000540037,0.000540037,0.000540037
43,290.376,2.29656,1.7599,1.98361,0.65818,0.62455,0.66238,0.43301,2.58345,2.11228,2.07151,0.000531038,0.000531038,0.000531038
44,296,2.31429,1.80303,1.98602,0.69871,0.67812,0.6729,0.44081,2.56897,2.08936,2.05371,0.000522039,0.000522039,0.000522039
45,301.783,2.34449,1.83288,1.97102,0.67665,0.69137,0.67506,0.44857,2.5322,2.06453,2.05142,0.00051304,0.00051304,0.00051304
46,307.414,2.23882,1.74932,1.96686,0.72762,0.58034,0.67774,0.43993,2.55456,2.0415,2.07321,0.00050404,0.00050404,0.00050404
47,313.236,2.27757,1.8125,1.97399,0.74567,0.64368,0.66539,0.43658,2.55058,2.05342,2.06497,0.000495041,0.000495041,0.000495041
48,318.993,2.34655,1.84039,1.98085,0.69934,0.6063,0.67517,0.4427,2.53613,2.06227,2.04846,0.000486042,0.000486042,0.000486042
49,324.639,2.30119,1.76707,1.97543,0.70857,0.64685,0.66735,0.44324,2.57273,2.08274,2.05754,0.000477043,0.000477043,0.000477043
50,330.353,2.28509,1.78438,1.97452,0.57177,0.67116,0.63626,0.42929,2.5415,2.06145,2.04005,0.000468044,0.000468044,0.000468044
51,336.174,2.27584,1.7393,1.94716,0.57907,0.68685,0.63823,0.4363,2.52799,2.04998,2.04587,0.000459045,0.000459045,0.000459045
52,342.104,2.25358,1.72006,1.96662,0.59844,0.70635,0.64646,0.44069,2.53115,2.06031,2.04336,0.000450046,0.000450046,0.000450046
53,347.898,2.23259,1.70881,1.94035,0.58912,0.71183,0.65755,0.44428,2.54604,1.99479,2.0507,0.000441047,0.000441047,0.000441047
54,353.657,2.23622,1.74177,1.95005,0.58712,0.70196,0.65065,0.4454,2.53779,2.09787,2.04251,0.000432048,0.000432048,0.000432048
55,359.565,2.24584,1.73922,1.95817,0.56797,0.70056,0.66069,0.44008,2.53549,2.05147,2.0509,0.000423049,0.000423049,0.000423049
56,365.481,2.25812,1.72123,1.95139,0.74232,0.64334,0.66556,0.45059,2.52783,2.06266,2.04455,0.000414049,0.000414049,0.000414049
57,371.244,2.24771,1.74648,1.96172,0.72204,0.68424,0.69564,0.45585,2.50203,2.00235,2.03038,0.00040505,0.00040505,0.00040505
58,377.042,2.22082,1.70883,1.93548,0.74415,0.65204,0.68485,0.45557,2.55347,2.00952,2.03859,0.000396051,0.000396051,0.000396051
59,382.768,2.23375,1.67094,1.94411,0.75876,0.65117,0.68918,0.43832,2.54317,2.03329,2.03912,0.000387052,0.000387052,0.000387052
60,388.493,2.22766,1.73921,1.93924,0.75053,0.62712,0.6906,0.45103,2.5249,2.0552,2.04043,0.000378053,0.000378053,0.000378053
61,394.217,2.22094,1.72768,1.95278,0.75225,0.63581,0.69272,0.45621,2.54115,2.01023,2.05788,0.000369054,0.000369054,0.000369054
62,400.108,2.30219,1.78097,1.95152,0.74675,0.63993,0.70749,0.44765,2.5245,2.00201,2.04602,0.000360055,0.000360055,0.000360055
63,405.983,2.24106,1.75656,1.95749,0.66965,0.67859,0.68794,0.45161,2.51783,2.0207,2.04841,0.000351056,0.000351056,0.000351056
64,411.682,2.26642,1.73355,1.96228,0.7054,0.63673,0.67456,0.45373,2.53462,1.98087,2.04259,0.000342057,0.000342057,0.000342057
65,417.455,2.21976,1.75432,1.95473,0.70531,0.68678,0.67835,0.44535,2.55559,2.03553,2.05237,0.000333058,0.000333058,0.000333058
66,423.291,2.23193,1.77306,1.96322,0.70986,0.65175,0.68643,0.4555,2.51913,2.0255,2.04358,0.000324058,0.000324058,0.000324058
67,428.892,2.3327,1.82116,1.96156,0.77261,0.63774,0.68494,0.461,2.51896,2.02515,2.03208,0.000315059,0.000315059,0.000315059
68,434.65,2.25763,1.78742,1.93929,0.74571,0.64755,0.69008,0.46678,2.51487,2.05856,2.0418,0.00030606,0.00030606,0.00030606
69,440.382,2.24178,1.73938,1.95736,0.70751,0.64125,0.66552,0.4498,2.52812,2.10023,2.03846,0.000297061,0.000297061,0.000297061
70,446.113,2.25802,1.73223,1.96195,0.72848,0.64534,0.6891,0.45464,2.53203,2.05409,2.0409,0.000288062,0.000288062,0.000288062
71,451.942,2.13813,1.6208,1.90423,0.65703,0.65673,0.67065,0.44063,2.52863,2.00694,2.03481,0.000279063,0.000279063,0.000279063
72,457.71,2.25763,1.75908,1.96605,0.57943,0.73904,0.67653,0.44158,2.50487,2.0165,2.02678,0.000270064,0.000270064,0.000270064
73,463.622,2.18793,1.67674,1.96289,0.7666,0.64477,0.68506,0.46275,2.50584,1.98436,2.02786,0.000261065,0.000261065,0.000261065
74,469.409,2.22981,1.65787,1.93237,0.74769,0.64017,0.68793,0.44993,2.50987,2.04469,2.0382,0.000252066,0.000252066,0.000252066
75,475.507,2.2008,1.64906,1.95377,0.76054,0.65458,0.68135,0.44063,2.55281,2.00842,2.03976,0.000243067,0.000243067,0.000243067
76,481.338,2.18545,1.57925,1.94135,0.85788,0.5861,0.68895,0.45275,2.50985,2.0372,2.02771,0.000234068,0.000234068,0.000234068
77,487.154,2.16138,1.71255,1.95012,0.78099,0.64929,0.69344,0.45834,2.50682,2.0016,2.02919,0.000225068,0.000225068,0.000225068
78,492.849,2.20173,1.70919,1.95288,0.7739,0.64537,0.69057,0.46049,2.50798,2.03419,2.03056,0.000216069,0.000216069,0.000216069
79,498.663,2.16759,1.67192,1.94937,0.77471,0.63303,0.69233,0.46071,2.51209,2.00888,2.03068,0.00020707,0.00020707,0.00020707
80,504.477,2.20409,1.64568,1.93843,0.64291,0.7501,0.70106,0.46585,2.53127,1.98638,2.03205,0.000198071,0.000198071,0.000198071
81,510.241,2.14897,1.67352,1.9455,0.67217,0.64986,0.68881,0.45212,2.53937,1.98099,2.03222,0.000189072,0.000189072,0.000189072
82,515.877,2.15327,1.67431,1.95341,0.64005,0.75103,0.69379,0.4569,2.53217,2.02415,2.0344,0.000180073,0.000180073,0.000180073
83,521.679,2.25022,1.72146,1.97626,0.60895,0.76142,0.68153,0.45063,2.53342,2.01034,2.03774,0.000171074,0.000171074,0.000171074
84,527.36,2.14032,1.59142,1.92121,0.62826,0.74614,0.69258,0.45165,2.52528,2.00466,2.03495,0.000162075,0.000162075,0.000162075
85,533.175,2.25129,1.72222,1.94462,0.62314,0.72001,0.69547,0.45234,2.53714,1.99112,2.03255,0.000153076,0.000153076,0.000153076
86,539.011,2.28168,1.70644,1.9598,0.66223,0.70896,0.6944,0.45628,2.53095,2.01185,2.03593,0.000144077,0.000144077,0.000144077
87,544.837,2.25513,1.72816,1.95661,0.73768,0.63601,0.69889,0.45888,2.5236,1.98387,2.03523,0.000135077,0.000135077,0.000135077
88,550.579,2.22735,1.66532,1.93367,0.63263,0.72111,0.69691,0.45992,2.52947,2.014,2.04067,0.000126078,0.000126078,0.000126078
89,556.377,2.21122,1.68158,1.94873,0.69001,0.63868,0.68002,0.44924,2.5216,2.02116,2.03545,0.000117079,0.000117079,0.000117079
90,562.195,2.15805,1.64306,1.92051,0.7005,0.64274,0.68097,0.45341,2.5175,1.97915,2.03554,0.00010808,0.00010808,0.00010808
91,569.197,2.3778,1.77287,1.9289,0.6841,0.64712,0.6808,0.45257,2.56537,2.00175,2.07133,9.9081e-05,9.9081e-05,9.9081e-05
92,574.975,2.39757,1.78109,1.95488,0.67226,0.65017,0.68241,0.44863,2.58513,2.02726,2.07635,9.00819e-05,9.00819e-05,9.00819e-05
93,580.626,2.33784,1.69296,1.93542,0.65217,0.70444,0.6845,0.44865,2.58993,2.03939,2.07321,8.10828e-05,8.10828e-05,8.10828e-05
94,586.179,2.36117,1.7315,1.93766,0.63683,0.70774,0.68514,0.44855,2.58768,2.01288,2.07531,7.20837e-05,7.20837e-05,7.20837e-05
95,591.911,2.31234,1.70631,1.91229,0.63017,0.71719,0.6907,0.45097,2.57655,1.99873,2.07224,6.30846e-05,6.30846e-05,6.30846e-05
96,597.594,2.28669,1.68003,1.90697,0.71324,0.68066,0.68658,0.45084,2.56621,1.97992,2.07002,5.40855e-05,5.40855e-05,5.40855e-05
97,603.336,2.34177,1.68736,1.93529,0.69685,0.68588,0.68795,0.45132,2.57578,1.98828,2.0742,4.50864e-05,4.50864e-05,4.50864e-05
98,608.974,2.33408,1.69261,1.9162,0.68383,0.68588,0.69081,0.45109,2.58268,1.98991,2.07886,3.60873e-05,3.60873e-05,3.60873e-05
99,614.644,2.35713,1.70631,1.93462,0.70396,0.68604,0.69002,0.45207,2.58171,1.98623,2.07574,2.70882e-05,2.70882e-05,2.70882e-05
100,620.283,2.31619,1.64523,1.93585,0.70874,0.68588,0.68756,0.45081,2.57284,1.98131,2.0696,1.80891e-05,1.80891e-05,1.80891e-05
