epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,141.105,2.59141,2.59318,2.12878,0.47943,0.57771,0.47856,0.3204,2.75059,2.50538,2.17102,0.000738017,0.000738017,0.000738017
21,148.114,2.6532,2.4728,2.09684,0.41405,0.55654,0.49112,0.33274,2.54677,2.33562,2.07166,0.000729018,0.000729018,0.000729018
22,155.209,2.61756,2.36556,2.10534,0.64722,0.57456,0.58008,0.38165,2.65886,2.17136,2.12406,0.000720019,0.000720019,0.000720019
23,162.3,2.52356,2.36973,2.0745,0.4815,0.5831,0.54839,0.35112,2.57472,2.2644,2.12645,0.00071102,0.00071102,0.00071102
24,169.346,2.58959,2.36996,2.10325,0.46945,0.63998,0.52851,0.34476,2.64365,2.26606,2.09411,0.000702021,0.000702021,0.000702021
25,176.3,2.50439,2.21662,2.04284,0.49437,0.50305,0.51104,0.33868,2.60243,2.42132,2.07033,0.000693022,0.000693022,0.000693022
26,183.232,2.49285,2.22232,2.06711,0.49321,0.52175,0.50856,0.33386,2.60139,2.24834,2.05346,0.000684022,0.000684022,0.000684022
27,190.225,2.51001,2.24215,2.0801,0.64219,0.51217,0.54135,0.35452,2.56322,2.30304,2.09682,0.000675023,0.000675023,0.000675023
28,197.115,2.50015,2.202,2.05992,0.49479,0.63025,0.57686,0.38281,2.55231,2.41277,2.08324,0.000666024,0.000666024,0.000666024
29,204.18,2.53831,2.13106,2.06593,0.76287,0.52047,0.60934,0.37746,2.66418,2.15729,2.09822,0.000657025,0.000657025,0.000657025
30,211.152,2.46578,2.09323,2.05009,0.61297,0.63562,0.62573,0.42409,2.54484,2.17506,2.05755,0.000648026,0.000648026,0.000648026
31,218.157,2.4736,2.07152,2.01946,0.67115,0.50707,0.59752,0.38148,2.63894,2.19356,2.10193,0.000639027,0.000639027,0.000639027
32,225.239,2.4648,2.02276,2.03805,0.7151,0.5089,0.59144,0.38047,2.62526,2.08266,2.06176,0.000630028,0.000630028,0.000630028
33,232.215,2.44385,2.00274,2.04451,0.73373,0.56686,0.61815,0.3952,2.65172,2.08306,2.11212,0.000621029,0.000621029,0.000621029
34,239.104,2.32257,1.90749,2.01261,0.68598,0.63258,0.6536,0.41782,2.62611,1.96696,2.04929,0.00061203,0.00061203,0.00061203
35,245.994,2.37434,1.86052,2.02199,0.62998,0.64167,0.6265,0.41077,2.58869,1.98465,2.0704,0.000603031,0.000603031,0.000603031
36,252.92,2.36665,1.84838,2.03019,0.6606,0.60579,0.65576,0.42121,2.61731,1.95353,2.05624,0.000594031,0.000594031,0.000594031
37,259.999,2.29884,1.7955,1.99834,0.63824,0.56289,0.60505,0.40094,2.60543,2.1092,2.07619,0.000585032,0.000585032,0.000585032
38,266.873,2.27485,1.83477,1.99242,0.73886,0.59445,0.65906,0.43654,2.59301,1.90427,2.05763,0.000576033,0.000576033,0.000576033
39,273.892,2.30584,1.81054,2.0046,0.66611,0.60777,0.67492,0.44747,2.52751,1.90015,2.04136,0.000567034,0.000567034,0.000567034
40,280.748,2.37231,1.84187,1.99385,0.61539,0.62312,0.63956,0.4416,2.45413,1.92366,2.01593,0.000558035,0.000558035,0.000558035
41,287.631,2.26798,1.76343,1.97435,0.60427,0.66214,0.62875,0.40741,2.54329,1.9882,2.07041,0.000549036,0.000549036,0.000549036
42,294.571,2.19862,1.64553,1.96964,0.63493,0.61542,0.6341,0.41334,2.47775,1.82823,2.01775,0.000540037,0.000540037,0.000540037
43,301.527,2.26238,1.68994,1.97638,0.65334,0.60732,0.64236,0.41054,2.61692,1.99179,2.104,0.000531038,0.000531038,0.000531038
44,308.352,2.31463,1.69637,1.99054,0.63085,0.63681,0.64448,0.42989,2.57018,1.88211,2.05229,0.000522039,0.000522039,0.000522039
45,315.258,2.32133,1.73265,1.96678,0.68159,0.67083,0.66322,0.42357,2.57853,1.93811,2.0485,0.00051304,0.00051304,0.00051304
46,322.2,2.16556,1.61118,1.95166,0.70153,0.70641,0.67618,0.44761,2.55024,1.80121,2.06595,0.00050404,0.00050404,0.00050404
47,329.188,2.24753,1.70991,1.97778,0.59003,0.74856,0.69968,0.43711,2.55194,2.08726,2.05922,0.000495041,0.000495041,0.000495041
48,336.117,2.29242,1.73271,1.98141,0.64945,0.70158,0.68247,0.44803,2.52922,1.98487,2.06751,0.000486042,0.000486042,0.000486042
49,343.076,2.23586,1.66194,1.97163,0.7413,0.69087,0.71103,0.45469,2.52743,1.87025,2.05999,0.000477043,0.000477043,0.000477043
50,350.132,2.22219,1.65188,1.96437,0.74282,0.58845,0.66576,0.44566,2.46314,1.83674,2.06834,0.000468044,0.000468044,0.000468044
51,357.121,2.20024,1.6245,1.93862,0.63558,0.70119,0.65686,0.41599,2.5195,1.94351,2.04995,0.000459045,0.000459045,0.000459045
52,363.906,2.17757,1.5764,1.95493,0.65805,0.65998,0.6301,0.41785,2.43201,1.91403,1.99316,0.000450046,0.000450046,0.000450046
53,370.694,2.11456,1.55866,1.91225,0.67532,0.71659,0.65046,0.4175,2.56544,1.81493,2.04781,0.000441047,0.000441047,0.000441047
54,377.566,2.09511,1.5379,1.91655,0.6978,0.69028,0.67187,0.45206,2.49903,1.78013,2.02644,0.000432048,0.000432048,0.000432048
55,384.548,2.11698,1.5142,1.93503,0.67949,0.68226,0.66758,0.43065,2.5364,1.85904,2.04857,0.000423049,0.000423049,0.000423049
56,391.408,2.1489,1.53871,1.92756,0.61678,0.69744,0.65283,0.43175,2.53075,1.84145,2.02161,0.000414049,0.000414049,0.000414049
57,398.355,2.11741,1.49326,1.92554,0.68273,0.66147,0.68798,0.43008,2.54207,1.82214,2.02928,0.00040505,0.00040505,0.00040505
58,405.335,2.05625,1.45146,1.89016,0.70452,0.60278,0.64621,0.426,2.52031,1.94643,2.03448,0.000396051,0.000396051,0.000396051
59,412.304,2.09165,1.46586,1.91052,0.6632,0.68162,0.68393,0.42709,2.59662,1.85423,2.0993,0.000387052,0.000387052,0.000387052
60,419.154,2.05012,1.49742,1.89806,0.65034,0.72117,0.67089,0.44014,2.51647,1.89009,2.05198,0.000378053,0.000378053,0.000378053
61,425.904,2.05484,1.51881,1.90954,0.77639,0.64766,0.70979,0.45778,2.59173,1.74979,2.08293,0.000369054,0.000369054,0.000369054
62,432.746,2.13355,1.53149,1.89991,0.69275,0.70057,0.70101,0.47651,2.51011,1.79743,2.07303,0.000360055,0.000360055,0.000360055
63,439.829,2.07064,1.50197,1.91707,0.69183,0.69786,0.67183,0.44823,2.52367,1.82893,2.05567,0.000351056,0.000351056,0.000351056
64,446.738,2.05436,1.47935,1.89714,0.66936,0.73167,0.67009,0.44835,2.45941,1.87621,2.04361,0.000342057,0.000342057,0.000342057
65,453.604,2.02475,1.43568,1.90225,0.64794,0.76078,0.6862,0.44893,2.51995,1.82443,2.05938,0.000333058,0.000333058,0.000333058
66,460.51,2.06117,1.48689,1.91499,0.66372,0.79329,0.70547,0.45395,2.48241,1.83297,2.03713,0.000324058,0.000324058,0.000324058
67,467.423,2.13553,1.46815,1.90328,0.67516,0.69241,0.68569,0.45859,2.50683,1.76774,2.07194,0.000315059,0.000315059,0.000315059
68,474.233,2.03785,1.45109,1.88868,0.64224,0.69938,0.66102,0.42224,2.52424,1.92431,2.06449,0.00030606,0.00030606,0.00030606
69,481.241,2.03117,1.4104,1.89438,0.74813,0.64644,0.70812,0.43572,2.52683,1.88582,2.0704,0.000297061,0.000297061,0.000297061
70,488.127,2.03163,1.40851,1.90443,0.62718,0.68076,0.66041,0.43344,2.51158,1.7525,2.08631,0.000288062,0.000288062,0.000288062
71,495.036,1.88904,1.30017,1.84186,0.66708,0.67575,0.68182,0.44765,2.55346,1.75456,2.12492,0.000279063,0.000279063,0.000279063
72,501.934,1.98487,1.36778,1.88071,0.72787,0.66817,0.68541,0.4516,2.48513,1.76937,2.09497,0.000270064,0.000270064,0.000270064
73,508.787,1.92899,1.3271,1.89143,0.69998,0.67471,0.69781,0.45432,2.51662,1.87296,2.0839,0.000261065,0.000261065,0.000261065
74,515.689,1.93457,1.31635,1.85124,0.61885,0.7314,0.71188,0.47762,2.48508,1.80209,2.08062,0.000252066,0.000252066,0.000252066
75,522.688,1.9186,1.34707,1.8767,0.67385,0.66358,0.67985,0.45127,2.4372,1.85732,2.03603,0.000243067,0.000243067,0.000243067
76,529.669,1.91474,1.26363,1.86981,0.76312,0.73318,0.74003,0.48189,2.48573,1.79335,2.09563,0.000234068,0.000234068,0.000234068
77,536.605,1.88146,1.34032,1.86635,0.64032,0.73451,0.70388,0.45914,2.47748,1.79116,2.08309,0.000225068,0.000225068,0.000225068
78,543.777,1.88388,1.30955,1.87153,0.61319,0.72116,0.69325,0.46891,2.44363,1.76321,2.10032,0.000216069,0.000216069,0.000216069
79,550.883,1.84641,1.29497,1.84984,0.70912,0.6516,0.68415,0.4658,2.45852,1.84416,2.07957,0.00020707,0.00020707,0.00020707
80,557.765,1.89671,1.24804,1.85248,0.75122,0.63785,0.69891,0.44979,2.45512,1.74555,2.08241,0.000198071,0.000198071,0.000198071
81,564.804,1.82281,1.25071,1.84904,0.65988,0.68303,0.67726,0.44191,2.45869,1.82298,2.07798,0.000189072,0.000189072,0.000189072
82,571.767,1.79852,1.22129,1.85268,0.66057,0.73004,0.68851,0.45684,2.45674,1.86839,2.07392,0.000180073,0.000180073,0.000180073
83,578.702,1.87918,1.27086,1.86723,0.64893,0.69201,0.67313,0.45135,2.48515,1.82851,2.0883,0.000171074,0.000171074,0.000171074
84,585.771,1.77067,1.1952,1.81228,0.62027,0.67997,0.65195,0.44142,2.43128,1.88147,2.08311,0.000162075,0.000162075,0.000162075
85,592.719,1.84307,1.259,1.83403,0.67034,0.70964,0.69696,0.44956,2.49763,1.78422,2.10677,0.000153076,0.000153076,0.000153076
86,599.705,1.86896,1.26342,1.84307,0.70719,0.71383,0.70599,0.46786,2.45644,1.81989,2.06724,0.000144077,0.000144077,0.000144077
87,606.759,1.86721,1.25878,1.85693,0.64131,0.74807,0.68897,0.44968,2.44303,1.82778,2.08444,0.000135077,0.000135077,0.000135077
88,613.708,1.85276,1.22308,1.82644,0.63184,0.74646,0.68129,0.45021,2.48252,1.81785,2.0931,0.000126078,0.000126078,0.000126078
89,620.675,1.80551,1.22701,1.83346,0.66042,0.72774,0.68723,0.45397,2.45633,1.8185,2.07422,0.000117079,0.000117079,0.000117079
90,627.775,1.77333,1.1836,1.8117,0.70927,0.72547,0.70475,0.45931,2.44727,1.80118,2.08751,0.00010808,0.00010808,0.00010808
91,635.883,1.90558,1.24717,1.79878,0.71995,0.72689,0.70718,0.46431,2.4915,1.82956,2.10544,9.9081e-05,9.9081e-05,9.9081e-05
92,642.909,1.87734,1.25805,1.80994,0.68465,0.73234,0.71118,0.46331,2.51309,1.80102,2.12136,9.00819e-05,9.00819e-05,9.00819e-05
93,649.822,1.87852,1.20387,1.8063,0.64561,0.75309,0.69903,0.45289,2.52968,1.81732,2.11936,8.10828e-05,8.10828e-05,8.10828e-05
94,656.738,1.87856,1.24981,1.80334,0.74723,0.71596,0.73546,0.47746,2.51051,1.73189,2.11835,7.20837e-05,7.20837e-05,7.20837e-05
95,663.741,1.83344,1.17467,1.7788,0.71991,0.76047,0.7143,0.46637,2.50084,1.73878,2.10381,6.30846e-05,6.30846e-05,6.30846e-05
96,670.71,1.81598,1.23123,1.77112,0.76386,0.74233,0.73604,0.47442,2.50282,1.76168,2.11703,5.40855e-05,5.40855e-05,5.40855e-05
97,677.717,1.82467,1.16154,1.78485,0.73483,0.73506,0.71674,0.4617,2.50264,1.80565,2.11995,4.50864e-05,4.50864e-05,4.50864e-05
98,684.753,1.81721,1.17202,1.77888,0.7053,0.74601,0.69937,0.45924,2.50527,1.73352,2.12336,3.60873e-05,3.60873e-05,3.60873e-05
99,691.705,1.83413,1.19742,1.78895,0.72963,0.74257,0.72234,0.46916,2.5098,1.76033,2.12788,2.70882e-05,2.70882e-05,2.70882e-05
100,698.663,1.78062,1.13853,1.77677,0.72093,0.74267,0.73148,0.47905,2.51197,1.7432,2.13178,1.80891e-05,1.80891e-05,1.80891e-05
