epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,39.3269,2.69641,3.14802,2.15325,0.45986,0.46719,0.43757,0.29906,2.61284,2.60164,2.09694,0.000792012,0.000792012,0.000792012
15,42.0442,2.70091,3.05233,2.14965,0.39788,0.47402,0.43765,0.29408,2.68571,2.72561,2.14774,0.000783013,0.000783013,0.000783013
16,44.7689,2.62467,2.88356,2.10397,0.44078,0.50925,0.496,0.32425,2.63647,2.34434,2.14565,0.000774013,0.000774013,0.000774013
17,47.5251,2.65099,2.76834,2.14329,0.52005,0.47395,0.45,0.30164,2.58244,2.49838,2.11552,0.000765014,0.000765014,0.000765014
18,50.1137,2.67597,2.73416,2.14735,0.63418,0.45051,0.5052,0.31765,2.67038,2.48491,2.16684,0.000756015,0.000756015,0.000756015
19,52.6016,2.6875,2.65088,2.11401,0.4672,0.50542,0.52663,0.33418,2.70241,2.35793,2.15023,0.000747016,0.000747016,0.000747016
20,55.2068,2.61713,2.70357,2.13842,0.5458,0.49034,0.50346,0.32421,2.59711,2.50312,2.14729,0.000738017,0.000738017,0.000738017
21,57.7534,2.67137,2.5198,2.10481,0.53325,0.39694,0.48191,0.32178,2.62073,2.28444,2.11576,0.000729018,0.000729018,0.000729018
22,60.3842,2.62863,2.34816,2.1029,0.71601,0.47738,0.52807,0.36497,2.62016,2.21324,2.07023,0.000720019,0.000720019,0.000720019
23,63.0109,2.55809,2.32844,2.07877,0.61497,0.50473,0.5597,0.36832,2.73637,2.24182,2.17741,0.00071102,0.00071102,0.00071102
24,65.6321,2.57369,2.37551,2.08393,0.60531,0.47827,0.51693,0.34549,2.594,2.38437,2.09872,0.000702021,0.000702021,0.000702021
25,68.2023,2.53562,2.2426,2.05708,0.57424,0.5901,0.5797,0.37501,2.6004,2.04824,2.07834,0.000693022,0.000693022,0.000693022
26,70.8473,2.50864,2.25312,2.07507,0.51841,0.48557,0.54689,0.35556,2.6733,2.15752,2.11682,0.000684022,0.000684022,0.000684022
27,73.4391,2.48692,2.23843,2.06774,0.69141,0.57214,0.62202,0.40264,2.6499,2.22006,2.14306,0.000675023,0.000675023,0.000675023
28,76.0495,2.51198,2.16936,2.05968,0.66508,0.57185,0.6128,0.39954,2.54504,2.04172,2.08966,0.000666024,0.000666024,0.000666024
29,78.754,2.5617,2.15569,2.07561,0.60396,0.54134,0.5755,0.37903,2.71052,2.13741,2.11242,0.000657025,0.000657025,0.000657025
30,81.3869,2.47221,2.07338,2.05274,0.67487,0.62017,0.63798,0.40461,2.64695,2.01115,2.15337,0.000648026,0.000648026,0.000648026
31,84.0745,2.48533,2.07778,2.01546,0.56453,0.59407,0.5955,0.39135,2.57917,2.16405,2.09365,0.000639027,0.000639027,0.000639027
32,86.7073,2.42045,2.0234,2.03397,0.57213,0.541,0.58803,0.39197,2.51709,2.06317,2.07513,0.000630028,0.000630028,0.000630028
33,89.4142,2.44195,1.98943,2.02982,0.75277,0.55982,0.64516,0.4336,2.54151,1.99411,2.07002,0.000621029,0.000621029,0.000621029
34,92.0089,2.32198,1.9268,2.00428,0.55979,0.61871,0.61298,0.40353,2.52026,1.9907,2.03948,0.00061203,0.00061203,0.00061203
35,94.6281,2.34219,1.91255,2.00309,0.54604,0.63386,0.61982,0.39593,2.53086,1.90071,2.0415,0.000603031,0.000603031,0.000603031
36,97.2323,2.40687,1.89246,2.02351,0.66453,0.60495,0.62624,0.41378,2.62521,1.98329,2.10617,0.000594031,0.000594031,0.000594031
37,99.9233,2.31681,1.83253,1.98884,0.55696,0.55035,0.61369,0.41043,2.55135,2.06828,2.08512,0.000585032,0.000585032,0.000585032
38,102.571,2.28602,1.81724,1.99727,0.67434,0.63482,0.65164,0.411,2.55882,1.86272,2.04908,0.000576033,0.000576033,0.000576033
39,105.092,2.33424,1.83606,2.00672,0.61125,0.63824,0.63668,0.42546,2.58831,1.92091,2.07674,0.000567034,0.000567034,0.000567034
40,107.794,2.38399,1.85848,1.99807,0.73891,0.64729,0.66209,0.43125,2.54828,1.81587,2.09053,0.000558035,0.000558035,0.000558035
41,110.567,2.27177,1.77055,1.96578,0.61467,0.72341,0.68422,0.45774,2.54887,1.86845,2.08024,0.000549036,0.000549036,0.000549036
42,113.203,2.2089,1.64398,1.96893,0.63717,0.62652,0.61099,0.40346,2.54098,1.80676,2.08581,0.000540037,0.000540037,0.000540037
43,115.869,2.28029,1.70702,1.97566,0.68572,0.6182,0.6722,0.42004,2.56607,1.97053,2.07178,0.000531038,0.000531038,0.000531038
44,118.462,2.3227,1.73643,1.992,0.74166,0.63091,0.65131,0.4282,2.56791,1.92429,2.07656,0.000522039,0.000522039,0.000522039
45,121.097,2.33303,1.7345,1.97291,0.66525,0.65696,0.6637,0.41438,2.56849,1.89801,2.05952,0.00051304,0.00051304,0.00051304
46,123.715,2.20272,1.6113,1.95526,0.63398,0.6494,0.64482,0.40613,2.49251,1.87483,2.04848,0.00050404,0.00050404,0.00050404
47,126.408,2.2259,1.71721,1.96074,0.6669,0.71754,0.6854,0.45672,2.50891,2.00537,2.04039,0.000495041,0.000495041,0.000495041
48,129.03,2.27023,1.70832,1.95552,0.75118,0.59745,0.67444,0.43148,2.54975,1.92398,2.05704,0.000486042,0.000486042,0.000486042
49,131.77,2.20142,1.64623,1.94333,0.71269,0.58207,0.66545,0.42629,2.49308,1.89982,2.03042,0.000477043,0.000477043,0.000477043
50,134.52,2.21573,1.6563,1.95379,0.68625,0.62881,0.6591,0.43436,2.50197,1.85531,2.09262,0.000468044,0.000468044,0.000468044
51,137.262,2.18628,1.6398,1.93164,0.71999,0.67924,0.69075,0.43491,2.56579,1.76384,2.08711,0.000459045,0.000459045,0.000459045
52,139.926,2.19129,1.56698,1.95048,0.6452,0.63153,0.63849,0.41329,2.48338,1.83789,2.03086,0.000450046,0.000450046,0.000450046
53,142.645,2.12827,1.54039,1.92046,0.64044,0.73312,0.67054,0.43279,2.49993,1.77568,2.07785,0.000441047,0.000441047,0.000441047
54,145.718,2.09813,1.54598,1.92272,0.63365,0.73764,0.68303,0.43464,2.51926,1.79653,2.04748,0.000432048,0.000432048,0.000432048
55,148.449,2.11993,1.54683,1.93589,0.70461,0.63338,0.68887,0.43434,2.50564,1.81442,2.05391,0.000423049,0.000423049,0.000423049
56,151.202,2.10178,1.52833,1.91624,0.73985,0.66571,0.66593,0.43047,2.52797,1.80462,2.04391,0.000414049,0.000414049,0.000414049
57,153.889,2.10827,1.51683,1.91906,0.66195,0.73234,0.68919,0.45243,2.54344,1.84299,2.05874,0.00040505,0.00040505,0.00040505
58,156.645,2.04848,1.46579,1.88384,0.75494,0.60126,0.68142,0.43117,2.50201,1.80157,2.04169,0.000396051,0.000396051,0.000396051
59,159.312,2.07669,1.48738,1.90127,0.70379,0.68498,0.72519,0.47548,2.58234,1.79302,2.08477,0.000387052,0.000387052,0.000387052
60,162.004,2.06266,1.50564,1.88993,0.70693,0.64926,0.70848,0.44565,2.53143,1.86234,2.07081,0.000378053,0.000378053,0.000378053
61,164.677,2.07115,1.5111,1.91216,0.75131,0.6778,0.73832,0.47232,2.47376,1.7294,2.01902,0.000369054,0.000369054,0.000369054
62,167.379,2.15712,1.55005,1.90485,0.68256,0.68545,0.70116,0.4674,2.47419,1.75194,2.05644,0.000360055,0.000360055,0.000360055
63,170.049,2.07931,1.50762,1.92215,0.66815,0.72984,0.70667,0.46439,2.52978,1.78508,2.07721,0.000351056,0.000351056,0.000351056
64,172.71,2.05413,1.45813,1.89248,0.71132,0.66301,0.68258,0.46467,2.53286,1.75988,2.07482,0.000342057,0.000342057,0.000342057
65,175.363,2.04378,1.44207,1.89623,0.70663,0.66413,0.67068,0.45276,2.46141,1.69528,2.03968,0.000333058,0.000333058,0.000333058
66,177.972,2.05997,1.44691,1.90227,0.66613,0.68065,0.66598,0.44237,2.54945,1.78307,2.07707,0.000324058,0.000324058,0.000324058
67,180.785,2.13864,1.47115,1.89502,0.73973,0.66239,0.7006,0.45675,2.5201,1.79138,2.05942,0.000315059,0.000315059,0.000315059
68,183.419,2.04466,1.47113,1.87859,0.76612,0.65712,0.68954,0.44424,2.52473,1.90114,2.05853,0.00030606,0.00030606,0.00030606
69,186.076,1.99839,1.39996,1.88312,0.78588,0.64737,0.68615,0.44579,2.47372,1.8826,2.06772,0.000297061,0.000297061,0.000297061
70,188.712,2.01076,1.42413,1.89344,0.75444,0.63656,0.68046,0.44216,2.49146,1.66617,2.04737,0.000288062,0.000288062,0.000288062
71,191.393,1.88366,1.29045,1.84202,0.75811,0.66481,0.71286,0.44267,2.54189,1.79468,2.08317,0.000279063,0.000279063,0.000279063
72,194.057,1.98669,1.35815,1.88261,0.62879,0.70918,0.70502,0.4413,2.56974,1.78564,2.09105,0.000270064,0.000270064,0.000270064
73,196.814,1.94052,1.34742,1.88597,0.69504,0.70727,0.6912,0.44198,2.49057,1.83356,2.06123,0.000261065,0.000261065,0.000261065
74,199.501,1.93241,1.29453,1.84799,0.76649,0.68952,0.70254,0.45941,2.47512,1.71429,2.0828,0.000252066,0.000252066,0.000252066
75,202.228,1.91954,1.32738,1.86874,0.69601,0.69425,0.69001,0.44695,2.52038,1.82966,2.06865,0.000243067,0.000243067,0.000243067
76,204.855,1.891,1.26237,1.85532,0.7019,0.72858,0.72332,0.46184,2.4754,1.8166,2.06365,0.000234068,0.000234068,0.000234068
77,207.561,1.86182,1.32141,1.85694,0.77244,0.65921,0.72315,0.48205,2.48324,1.77429,2.06286,0.000225068,0.000225068,0.000225068
78,210.23,1.89333,1.33173,1.86349,0.74628,0.70149,0.71165,0.46824,2.4434,1.75205,2.05272,0.000216069,0.000216069,0.000216069
79,212.938,1.85572,1.28561,1.85081,0.71959,0.6431,0.67902,0.44924,2.44261,1.83209,2.05364,0.00020707,0.00020707,0.00020707
80,215.703,1.86422,1.24581,1.84599,0.6761,0.70926,0.69239,0.45779,2.48973,1.73147,2.07323,0.000198071,0.000198071,0.000198071
81,218.329,1.821,1.25631,1.85139,0.76884,0.66805,0.70662,0.45851,2.4556,1.74821,2.0598,0.000189072,0.000189072,0.000189072
82,220.942,1.80837,1.23368,1.85047,0.68591,0.69189,0.67535,0.45268,2.44611,1.81251,2.05634,0.000180073,0.000180073,0.000180073
83,223.652,1.87191,1.26509,1.85148,0.72766,0.70202,0.69368,0.46775,2.47304,1.74391,2.08834,0.000171074,0.000171074,0.000171074
84,226.35,1.78357,1.19933,1.81908,0.66256,0.71024,0.67637,0.46004,2.46791,1.74082,2.07221,0.000162075,0.000162075,0.000162075
85,229.018,1.84436,1.25801,1.82958,0.68924,0.66253,0.68605,0.45717,2.49146,1.72164,2.0608,0.000153076,0.000153076,0.000153076
86,231.724,1.86942,1.26092,1.84304,0.60218,0.72195,0.68886,0.47347,2.43693,1.74971,2.05916,0.000144077,0.000144077,0.000144077
87,234.388,1.86741,1.26468,1.85373,0.74236,0.66359,0.7059,0.48174,2.45233,1.69497,2.07303,0.000135077,0.000135077,0.000135077
88,237.083,1.85469,1.23784,1.82955,0.67329,0.68584,0.69157,0.463,2.46047,1.72858,2.07746,0.000126078,0.000126078,0.000126078
89,239.726,1.79112,1.20245,1.83224,0.73299,0.65053,0.68982,0.45509,2.44753,1.68071,2.05647,0.000117079,0.000117079,0.000117079
90,242.415,1.77437,1.19713,1.8175,0.82692,0.63814,0.69357,0.45503,2.45086,1.70818,2.05433,0.00010808,0.00010808,0.00010808
91,245.524,1.90663,1.25061,1.78776,0.75535,0.66165,0.68986,0.45519,2.47335,1.73289,2.06277,9.9081e-05,9.9081e-05,9.9081e-05
92,248.203,1.91555,1.25356,1.80475,0.68058,0.70403,0.69457,0.46273,2.46754,1.7508,2.06771,9.00819e-05,9.00819e-05,9.00819e-05
93,250.856,1.86534,1.21157,1.79492,0.77341,0.66431,0.69133,0.45052,2.49304,1.79104,2.0722,8.10828e-05,8.10828e-05,8.10828e-05
94,253.477,1.87807,1.22405,1.78815,0.68847,0.71998,0.69408,0.46183,2.46595,1.66677,2.07001,7.20837e-05,7.20837e-05,7.20837e-05
95,256.118,1.82085,1.161,1.77,0.76505,0.67,0.68046,0.45254,2.44683,1.69037,2.06504,6.30846e-05,6.30846e-05,6.30846e-05
96,258.74,1.80435,1.21382,1.76519,0.68186,0.70577,0.66542,0.45173,2.45355,1.73948,2.07782,5.40855e-05,5.40855e-05,5.40855e-05
97,261.442,1.80608,1.16248,1.7789,0.81925,0.64446,0.7005,0.46131,2.45316,1.78081,2.07599,4.50864e-05,4.50864e-05,4.50864e-05
98,264.156,1.81719,1.17829,1.76527,0.66654,0.68482,0.67592,0.46003,2.44869,1.73878,2.07574,3.60873e-05,3.60873e-05,3.60873e-05
99,266.877,1.81709,1.1775,1.7812,0.77087,0.64334,0.68673,0.45525,2.46233,1.74674,2.08114,2.70882e-05,2.70882e-05,2.70882e-05
100,269.706,1.79641,1.14986,1.76764,0.79652,0.66449,0.69716,0.45631,2.4549,1.75092,2.07889,1.80891e-05,1.80891e-05,1.80891e-05
